2.442031223635495E7,2.4271257560527135E7,1.6347552254130166E7,1.6279030415190712E7,1.2309066019804943E7,1.2276794893218188E7,1.6156328927898077E7,8320179.785739249,1.2228138183454437E7,1.626042857273709E7
1.6138218741536055E7,1.7074430058089163E7,1.6244234837291626E7,2.2779323765166968E7,1.816212608419787E7,1.815917699139977E7,2.0268671212779876E7,2.6348332152897056E7,1.62009983665667E7,2.6340943556777515E7
1.3462017731584415E7,3.160034603902931E7,1.751486503295854E7,1.7505372682053175E7,2.172814930346461E7,1.898846980874001E7,2.1559355946839694E7,1.7573948650943343E7,1.7731834204155486E7,2.020628198140401E7
1.6280365746344924E7,1.6157624627384135E7,3.0608565854918223E7,1.7216949483926333E7,2.0496160879519954E7,2.6191013000761956E7,1.6243707070607109E7,1.8136648094306614E7,1.7534579301652826E7,2.773780835819639E7
1.7092193328762442E7,1.456291286168091E7,3.56617248839668E7,1.9485627752927292E7,3.3165775156708155E7,1.8873417021832447E7,1.816489358489916E7,2.3709246450988475E7,1.9452135300210204E7,1.6913358075583406E7
1.97416928189007E7,1.9568338534191858E7,1.8241150445569117E7,1.6831609226307783E7,2.5723866220994856E7,3.021754418575733E7,2.8279987292359997E7,2.916728845703813E7,3.505952278541736E7,2.7350242367079336E7
2.148507968346188E7,2.8504937618295047E7,1.7348506574277837E7,1.97938320357888E7,1.8027450289398048E7,2.5511709894451696E7,1.8895786946468953E7,1.8523588176769726E7,1.823639044231851E7,3.1354643974229034E7
1.6668196297532246E7,2.8154538914252434E7,1.68681792552681E7,1.5199094125459481E7,2.4096624573665783E7,2.4131080667491857E7,3.245001931273425E7,3.2638863289006487E7,3.1064199299631216E7,2.9392473148612835E7
2.043860824033217E7,3.0151802385141157E7,2.4144155073926702E7,1.578780195381445E7,2.6695541661475584E7,2.1770839150239397E7,1.9525996618373994E7,2.847209812003586E7,1.8941846853306428E7,2.745575143641301E7
2.5594249037375893E7,2.473163012066471E7,2.281117175331401E7,1.6116883714997182E7,1.8351092557042226E7,3.183364955932572E7,2.9931618104835294E7,1.8951774892275196E7,2.8478063601673137E7,2.9721100476334047E7
2.079696087986344E7,1.857298517411028E7,2.0924972638515145E7,2.491311074686195E7,3.261283446756033E7,1.6129340877091886E7,1.6719656277312089E7,1.623984960375187E7,6.845359260989317E7,3.3284006807494022E7
2.4707481192888293E7,2.059909444553764E7,1.3443518597568506E7,1.7372097118935212E7,2.0475015095733617E7,2.8045648294813637E7,3.3405084394394018E7,1.951106815669767E7,3.2331422352703337E7,3.374737156770022E7
